EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
473608623,FREEPORT RUNNING BOOSTERS,,PO BOX 23,FREEPORT,ME,04032-0023,0,3,3,1200,201507,1,15,0,1,1,201707,0,0,2,0,7,0,0,0,B11,
473666154,EAST COAST PROSPECTS INC,,730EAST BETHEL ROAD,BETHEL,ME,04217-0000,0,3,3,2000,201506,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,N63,
473681864,TEMPOART PORTLAND,% ALICE SPENCER,61 PLEASANT ST,PORTLAND,ME,04101-3951,0,3,3,1000,201504,1,15,0,1,1,201709,0,0,2,0,9,0,0,0,A40,TEMPOART
473746164,WESTPORT ISLAND HELPING HANDS,% MICHAEL CROMWELL,6 FOWLES POINT RD,WESTPORT IS,ME,04578-3237,0,3,3,1000,201505,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,K31,
473806998,NOLANS HERO FOUNDATION,,199 CIANCHETTE ST,PITTSFIELD,ME,04967-4554,0,3,3,1000,201504,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,T21,
473828411,ALMOND TREE MINISTRIES INC,,PO BOX 367,CALAIS,ME,04619-0367,0,3,3,1700,201604,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,X20,
473841617,LITTLE IS MUCH MINISTRIES OF MAINE,% KENNETH WORSTER,185 WILDER DAVIS RD,BRADFORD,ME,04410-3428,0,3,3,1700,201606,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,Q33,
473903938,BABYWEARING INTERNATIONAL INC,% SARA LOZEFSKI,22 PLEASANT ST APT 2,AUGUSTA,ME,04330-5142,5675,3,9,1000,201004,1,15,0,5,1,201712,0,0,2,0,12,0,0,0,P40,BWI OF CENTRAL MAINE
473933798,FAITH WORKS COMMUNITY OUTREACH,,30 NAZARENE DR,AUGUSTA,ME,04330-4917,0,3,3,1000,201508,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,K30,
473939212,BOOTS2ROOTS,,428 FORE ST UNIT 3,PORTLAND,ME,04101-5108,0,3,3,2000,201605,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,J30,
473989522,JULIE P BURNHEIMER MEMORIAL FUND,,7 LOUISE ST,GORHAM,ME,04038-1817,0,3,3,1000,201605,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,H30,
474047120,WAYNES WIFFLE FOR A WISH,,268 PARKVIEW AVE,BANGOR,ME,04401-4063,0,3,3,1000,201505,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,N12,
474061819,JIM FOYE MEMORIAL FOUNDATION,% ASHLEY FOYE,PO BOX 936,WESTBROOK,ME,04098-0936,0,3,3,1000,201507,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,W12,
474079447,ENERGY4LIFE,% BERNARD PREDHAM,234 PARK ST,ROCKLAND,ME,04841-2126,0,3,3,1280,201506,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,G30,
474171227,PEEPS PARTNERSHIP OF ELIOT ELEMENTARY PARENTS INC,% ALAINA KELLEY,1298 STATE RD,ELIOT,ME,03903-1319,0,3,3,2000,201808,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,B94,
474182226,MATERNAL HEALTH ALLIANCE OF MAINE,% LAURA HUDDY,280 FORE ST STE 200,PORTLAND,ME,04101-4177,0,3,3,2000,201608,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,B01,
474182476,THE JIM BROWNE FOUNDATION,,289 GOLF COURSE RD,MADISON,ME,04950-3802,0,3,3,1200,201603,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,,
474185094,NEIGHBORHOOD NETWORK,% YORK HOUSING AUTHORITY,4 PINE GROVE LN,YORK,ME,03909-1131,0,3,3,1000,201712,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,P81,
474210275,KATARZYNA FUND,% DAVID E CURRIER,PO BOX 4512,PORTLAND,ME,04112-4512,0,3,3,1000,201508,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,P84,
474219013,LIFE ESSENTIALS,,51 LANDRY CIR,S PORTLAND,ME,04106-5220,0,3,3,1000,201507,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,P60,
474222759,MARIAS SAFE HOUSE,,PO BOX 6811,SCARBOROUGH,ME,04070-6811,0,3,3,1000,201603,1,16,0,1,1,201812,0,0,2,0,12,0,0,0,I70,
474264608,ARAB AMERICAN CULTURAL AND ENTERTAINMENT ORGANIZATION,,23 KENNEDY PARK,PORTLAND,ME,04101-3150,0,3,3,1200,201607,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,A23,AACEO
474270848,THOMAS HOUSE,,52 JACQUES LN,WINDHAM,ME,04062-4006,0,3,3,1700,201510,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,L99,
474273820,THE GATHERINGS,,PO BOX 62,SURRY,ME,04684-0062,0,3,3,1230,201507,1,16,0,1,1,201808,0,0,2,0,8,0,0,0,N31,
474301857,EARTHSCHOOL,% LEAH KIMBLE,PO BOX 196,GORHAM,ME,04038-0196,0,3,3,2000,201612,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,B90,
474316565,SOME THEATRE COMPANY,,28 DILLINGHAM ST,BANGOR,ME,04401-6804,0,3,3,1200,201603,1,16,0,1,1,201812,0,0,2,0,12,0,0,0,,ELAINE BARD MBR
474382230,SCHOOL SQUARE,% SIMON WILLIAMS,72 OCEAN ST STE 308,S PORTLAND,ME,04106-3052,0,3,3,2000,201507,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,B90,
474428371,MAINE BRAIN ANEURYSM AWARENESS COMMITTEE,,PO BOX 10411,PORTLAND,ME,04104-0411,0,3,3,1200,201507,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,G48,
474435195,GEORGES POND ASSOCIATION,,PO BOX 30,FRANKLIN,ME,04634-0030,0,3,3,1000,201610,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,C32,
474454104,CANCER RESOURCE CENTER OF WESTERN MAINE,,PO BOX 263,NORWAY,ME,04268-0263,0,3,3,1200,201603,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,G30,
474505288,TGK ATHLETICS,% DEANGELO ALSTON,6 ISABELLA LN,SACO,ME,04072-9021,0,3,3,1200,201607,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,N99,
474509177,CROWBAIT CLUB,% MICHAEL TOOHER,PO BOX 1845,PORTLAND,ME,04104-1845,0,3,3,2000,201510,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,A65,
474576446,UP CYCLE MAINE,,PO BOX 826,NORTH BERWICK,ME,03906-0826,0,3,3,1000,201606,1,15,0,1,1,201612,0,0,2,0,12,0,0,0,S99,
474577020,VETERAN MENTORS OF MAINE,,9 GREEN ST STE 3A,AUGUSTA,ME,04330-7451,0,3,3,1200,201511,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,W30,
474583816,EPHPHATHA COMMUNITY,% ROBIN BARTHOLF,93 BASSETT RD,WINSLOW,ME,04901-0772,0,3,3,1200,201507,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,P82,
474605225,BAR HARBOR KIDS BOOK FESTIVAL,,69 SCHOOL ST,BAR HARBOR,ME,04609-1618,0,3,3,2300,201509,1,15,0,5,1,201612,0,0,2,0,12,0,0,0,B92,
474620707,STANWOOD EDUCATIONAL FOUNDATION,% PERIDOT MONTESSORI CHARTER SCHOOL,13 DAISY LN,FRANKLIN,ME,04634-3248,0,3,3,1000,201601,1,15,0,1,1,201606,0,0,2,0,6,0,0,0,B11,PERIDOT MONTESSORI CHARTER SCHOOL
474629743,IRAQI COMMUNITY ASSOCIATION OF MAINE,,68 BISHOP ST STE 2 RM 36,PORTLAND,ME,04103-2681,0,3,3,1000,201611,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,P20,
474653771,TOPS CLUB INC,% JEAN ELLIS,1175 NEW VINEYARD RD,NEW VINEYARD,ME,04956-3203,5501,3,9,1200,200809,1,16,0,5,1,201803,0,0,2,0,3,0,0,0,E70,TOPS ME 0297 STRONG
474662712,PROPELLER CLUB OF THE UNITED STATES PORT OF PORTLAND MAINE,% MICHAEL KAPLAN,PO BOX 9546,PORTLAND,ME,04112-9546,0,6,3,2000,201511,2,0,0,1,1,201712,0,0,2,0,12,0,0,0,S40,
474731037,LEVI STEWART COMMUNITY THEATER,% KENNETH DOW,8 LEVI STEWART DR,CORINNA,ME,04928-3701,0,3,3,2300,201508,1,15,0,5,1,201712,0,0,2,0,12,0,0,0,A65,
474733556,KATAHDIN ECONOMIC DEVELOPMENT COMMITTEE LLC,% MARK W BIGGE,231 HIGHLAND AVE,MILLINOCKET,ME,04462-1609,0,4,3,3000,201604,0,0,0,1,1,201712,0,0,2,0,12,0,0,0,S31,
474758802,MASONIC SERVICE ASSOCIATION OF ARUNDEL LODGE 76 F & A M,% PHILIP NYSTROM,PO BOX 228,KENNEBUNKPORT,ME,04046-0228,0,10,3,1000,201603,2,0,0,1,1,201712,0,0,2,0,12,0,0,0,Y42,
474761177,OPERATION RAY OF LIGHT,,PO BOX 634,STANDISH,ME,04084-0634,0,3,3,1000,201509,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,W30,
474792801,FAMILIES FIRST COMMUNITY CENTER,% DAWN COFFIN,PO BOX 951,ELLSWORTH,ME,04605-0951,0,3,3,1000,201601,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,P20,
474801493,SURVIVOR SPEAK,,1 WALKER ST APT 48,PORTLAND,ME,04102-3391,0,3,3,1200,201509,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,P50,
474824204,STANDISH FISH & GAME CLUB,% DANIEL S DYER,8 PENINSULA DR,STANDISH,ME,04084-5787,0,3,3,1200,201802,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,N61,
474840814,PINE TREE CURLING CLUB,,17 SETTLERS RD,WESTBROOK,ME,04092-4636,0,3,3,1000,201510,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,N60,
474851960,DOVER FOXCROFT AREA FOOD CUPBOARD,% PENQUIS,PO BOX 141,DOVR FOXCROFT,ME,04426-0141,0,3,0,1000,201508,1,16,0,1,1,201812,0,0,2,0,12,0,0,0,K31,
474852761,SEACOAST SOUL MODELS,% DEBORAH C GARLAND,PO BOX 631,KITTERY,ME,03904-0631,0,3,3,1200,201601,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,O99,
474923690,OWLS HEAD GARDEN CLUB,,43 LUCIA BEACH RD,OWLS HEAD,ME,04854-3718,0,3,3,1000,201512,1,16,0,1,1,201808,0,0,2,0,8,0,0,0,C42,
474939009,STOP TRAFFICKING ME,,9 LAWN AVE,S PORTLAND,ME,04106-3518,0,3,3,1000,201605,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,P20,
474968248,UPSTREAM,% TINA WOOD,23 CENTRAL ST,GARDINER,ME,04345-2403,0,3,3,1280,201701,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,C99,
475001485,SEARSPORT EMS ASSOCIATION,% JOSHUA PEDRICK,PO BOX 547,SEARSPORT,ME,04974-0547,0,3,3,1000,201509,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,M11,
475038385,PARENT BOOSTER USA INC,% SARAH HANSON,28 MOODY RD,LISBON,ME,04250-6000,5271,3,9,2100,200510,1,16,0,1,1,201806,0,0,2,0,6,0,0,0,B112,ALDS TEAM BOOSTERS
475041670,COUNTY BEHAVIORAL MEDICINE,,34 NORTH ST STE 6,PRESQUE ISLE,ME,04769-2264,0,3,3,1000,201602,1,12,0,1,1,201612,0,0,2,0,12,0,0,0,F20,
475066343,FAIR PAY PROJECT,% KATHERINE LIPPA,PO BOX 330,PORTLAND,ME,04112-0330,0,3,3,1230,201509,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,O50,
475099458,DOWNEAST ECONOMIC DEVELOPMENT CORPORATION,% JULIE JORDAN,PO BOX 370,BAILEYVILLE,ME,04694-0370,0,3,3,1000,201511,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,S30,
475140663,SURRY ARTS AT THE BARN,% ALAN WITTENBERG,8 CROSS RD,SURRY,ME,04684-3643,0,3,3,2000,201510,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,A61,
475144499,PARENT BOOSTER USA INC,% JEANNE GIBSON,60 PIERCE DR,AUGUSTA,ME,04330-0619,5271,3,9,2100,200510,1,16,0,1,1,201806,0,0,2,0,6,0,0,0,B112,CONY PROJECT GRADUATION
475176152,YARMOUTH LACROSSE BOOSTERS INC,% CHRISTOPHER JACOBS,175 E MAIN ST,YARMOUTH,ME,04096-6914,0,3,3,2000,201605,1,16,0,1,1,201806,0,0,2,0,6,0,0,0,B12,
475180279,PHOENIX CHORALE PORTLAND INC,% RORICK A SELLERS,PO BOX 11145,PORTLAND,ME,04104-7145,0,3,3,1000,201510,1,16,0,1,1,201806,0,0,2,0,6,0,0,0,R12,
475187282,FRYEBURG ACADEMY PROJECT GRADUATION,% TRACY BURK,6 BENTON BROOK PL,DENMARK,ME,04022-5574,0,3,3,2000,201510,1,16,0,1,1,201707,0,0,2,0,7,0,0,0,B12,
475188430,YORK COUNTY FAMILY FUND INC,,PO BOX 283,YORK HARBOR,ME,03911-0283,0,3,3,1000,201602,1,15,0,1,1,201706,0,0,2,0,6,0,0,0,P60,YORK COUNTY FAMILY FUND
475194581,ARTS & CULTURAL ALLIANCE OF FREEPORT,,242 FLYING POINT RD,FREEPORT,ME,04032-6512,0,3,3,2000,201604,1,16,0,1,1,201812,0,0,2,0,12,0,0,0,A20,
475215158,MAINE PARENT TEACHERS ASSOCIATION INC,% PRESIDENT PTA,11 PINE ST,FRYEBURG,ME,04037-1312,1076,3,9,1000,195002,1,16,0,5,1,201706,0,0,2,0,6,0,0,0,,C A SNOW SCHOOL PTA
475215508,NORTHEAST FELLOWSHIP OF THE SPIRIT INC,,1141 HALLOWELL RD,DURHAM,ME,04222-5236,0,3,3,1200,201512,1,16,0,1,1,201805,0,0,2,0,5,0,0,0,F20,
475233119,NEIGHBORS DRIVING NEIGHBORS,% DANIEL ONION,PO BOX 142,MOUNT VERNON,ME,04352-0142,0,3,3,1000,201510,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,P52,
475239057,WABANAKI YOUTH IN SCIENCE,% MR JOHN BANKS,PO BOX 215,OLD TOWN,ME,04468-0215,0,3,3,1200,201608,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,O54,WAYS
475258966,FEEDING FOR JESUS MINISTRIES,,PO BOX 344,BRIDGTON,ME,04009-0344,0,3,3,1700,201511,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,K31,
475266365,TENDER HEART GUINEA PIG RESCUE,,19 BAYBERRY LN,HERMON,ME,04401-0757,0,3,3,1000,201512,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,D20,
475267056,JAZZ RESIDENCY INITIATIVE,% CHRISTOPHER BURK,6 BENTON BROOK PL,DENMARK,ME,04022-5574,0,3,3,2000,201511,1,16,0,1,1,201807,0,0,2,0,7,0,0,0,A25,
475276470,MARINE CORPS LEAGUE,% MARGARET EARLEY,4527 BENNOCH RD,ALTON,ME,04468-4006,955,4,9,3000,194607,1,0,908279265,5,1,201712,0,0,2,0,12,0,0,0,,FIRST LADIES OF MAINE UNIT MCLA
475294216,MATINICUS ISLAND LIBRARY ASSOCATION,% EVE M MURRAY,74 SOUTH ROAD,MATINICUS,ME,04851-0000,0,3,3,2300,201512,1,16,0,5,1,201712,0,0,2,0,12,0,0,0,B70,
475318322,MAINE COMMUNITY INTEGRATION,,265 LISBON ST,LEWISTON,ME,04240-7776,0,3,3,1200,201711,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,S20,
475326802,AMPUTEE ASSOCIATION OF MAINE,% JOHN A LEMIEUX,PO BOX 66694,FALMOUTH,ME,04105-6694,0,3,3,2000,201602,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,B01,
475357763,ROTARY CLUB OF SACO BAY SUNSET,,PO BOX 770,OLD ORCHD BCH,ME,04064-0770,0,3,3,1230,201612,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,T50,
475360042,PARENT BOOSTER USA INC,% CINDY GRASS,700 SACO RD,STANDISH,ME,04084-6240,5271,3,9,2100,200510,1,16,0,1,1,201807,0,0,2,0,7,0,0,0,B112,BONNY EAGLE BASEBALL BOOSTERS CLUB
475430085,LAND FOR SOUTHPORTS FUTURE,% GALLAGHER VILLENEUVE AND DEGEER,PO BOX 298,SOUTHPORT,ME,04576-0298,0,3,3,1000,201604,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,N32,
475450886,KIND MATTERS,,38 LITTLE RIVER RD,BERWICK,ME,03901-2523,0,3,3,1240,201603,1,15,0,1,1,201809,0,0,2,0,9,0,0,0,D20,
475467746,ALAMOOSOOK LAKE ASSOCIATION,% PRESIDENT,PO BOX 464,ORLAND,ME,04472-0464,0,3,3,1280,201609,1,16,0,1,1,201612,0,0,2,0,12,0,0,0,C30,
475507783,MAGNIFICAT-SCARBOROUGH ME CHAPTER,,143 WESTBROOK ST,S PORTLAND,ME,04106-5233,928,3,9,1700,194603,1,16,31150120,5,1,201807,0,0,2,0,7,0,0,0,,
475516666,PARKINSON LANE HOMEOWNERS ASSOCIATION INC,% SUSAN G REMSBERG,187 PARKINSON LN,NORTHPORT,ME,04849-3862,0,4,3,3000,201601,2,0,0,1,1,201808,0,0,2,0,8,0,0,0,L50,
475518548,IN HER PRESENCE,,PO BOX 8828,PORTLAND,ME,04104-8828,0,3,3,1200,201705,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,S99,
475519606,LORANGER-JAMESON PTO,% KIM BEAUDOIN,20 JAMESON HILL RD,OLD ORCHD BCH,ME,04064-1606,0,3,3,2000,201511,1,15,0,1,1,201812,0,0,2,0,12,0,0,0,B84,
475549844,BERWICK HISTORICAL SOCIETY,,PO BOX 904,BERWICK,ME,03901-0904,0,3,3,1000,201512,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,X20,
475568039,KBIA CHARITABLE HOLDINGS INC,% MARTIN LODISH,PO BOX 707,KENNEBUNK,ME,04043-0707,0,3,3,1000,201602,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,N32,
475574330,NEW ENGLAND ARAB AMERICAN ORGANIZATION,,80 FALMOUTH RD,FALMOUTH,ME,04105-1853,0,3,3,1500,201512,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,Q70,
475574530,CHABAD OF BANGOR INC,% RABBI CHAIM WILANSKY,410 FRENCH ST,BANGOR,ME,04401-3961,0,3,3,7000,201603,1,15,0,1,1,201708,0,0,2,0,8,0,0,0,X30,
475589913,UNIVERSITY OF MAINE SYSTEM INC,% TAMMI COX,30 COVENANT WAY,SEDGWICK,ME,04676-3264,5930,3,9,2000,201308,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,,SMALL FRIENDS
475594893,MAINE VOLUNTEER FOUNDATION,% MARYALICE CROFTON,105 STATE HOUSE STA,AUGUSTA,ME,04333-0105,0,3,3,1000,201605,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,T11,
475596065,NORTH LIMINGTON CEMETERY,,PO BOX 248,STANDISH,ME,04084-0248,0,13,3,1000,201604,1,0,0,1,1,201812,0,0,2,0,12,0,0,0,Y50,
475657524,WE BELIZE EDUCATION ALLIANCE,% BRENDA CRANE,PO BOX 5182,PORTLAND,ME,04101-0882,0,3,3,1000,201604,1,15,0,1,1,201712,0,0,2,0,12,0,0,0,Q99,
510137739,WELD HISTORICAL SOCIETY,% BETTY SIMANEK,PO BOX 31,WELD,ME,04285-0031,0,3,3,2000,201207,1,16,60094000,1,1,201808,0,0,2,0,8,0,0,0,A54,
510137767,FRYEBURG LOVELL VFW AUXILIARY 6783,% MELINDA HAMILTON,PO BOX 861,FRYEBURG,ME,04037-0861,0,19,3,1000,201211,1,0,907000000,1,1,201806,0,0,2,0,6,0,0,0,W30,
510141453,BAGADUCE CHORALE,,PO BOX 516,BLUE HILL,ME,04614-0516,0,3,3,1000,201412,1,15,89000000,1,1,201806,0,0,2,0,6,0,0,0,A6B,
510141994,NATIONAL SOCIETY DAUGHTERS OF COLONIAL WARS INC,% KERRY ZIMMERMAN,103 ESSEX ST,BANGOR,ME,04401-5301,5578,3,9,2000,200910,1,16,0,5,1,201802,0,0,2,0,2,0,0,0,A80,MAINE SOCIETY
510142375,SANDY SHORE SWIMMING CLUB,% WILLIAM R BURMEISTER,PO BOX 79,PARIS,ME,04271-0079,0,7,3,1000,197606,2,0,287000000,5,1,201712,0,0,2,0,12,0,0,0,,
510148720,AMERICAN LEGION,% RON CROPLEY,PO BOX 5,UNITY,ME,04988-0005,925,19,9,1000,194603,1,0,907908000,5,1,201712,0,0,2,0,12,0,0,0,,AMERICAN LEGION DIST 0011
510149721,MAINE OCCUPATIONAL THERAPY ASSOCIATION,,53 PENNACOOK CIR,WELLS,ME,04090-5524,0,6,3,1000,198504,2,0,205000000,5,1,201712,0,0,2,0,12,0,0,0,,
510152844,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,% MARY AYERS,118 AROOSTOOK FALLS RD,FT FAIRFIELD,ME,04742-3704,5649,4,9,3000,201003,2,0,161180059,5,1,201806,0,0,2,0,6,0,0,0,B82O,CARIBOU
510159713,MAIN BIRD DOG CLUB INC,% BRUCE E BURNELL,165 RANKIN RD,BUXTON,ME,04093-6030,0,7,3,1000,197505,2,0,284000000,1,1,201812,0,0,2,0,12,0,0,0,,
510161714,FLEET RESERVE ASSOCIATION 156 PINETREE BRANCH,% PAUL LOVELESS JR,36 WILLIAMS DR,TOPSHAM,ME,04086-1708,0,4,3,3000,197511,1,0,907480260,5,1,201812,0,0,2,0,12,0,0,0,,156
510163032,LADIES AUXILIARY OF THE FLEET RESERVE ASSOCIATION,% CHARLOTTE M LOVELESS,36 WILLIAMS DR,TOPSHAM,ME,04086-1708,0,4,3,1000,197510,2,0,907480260,5,1,201812,0,0,2,0,12,0,0,0,,BRUNSWICK UNIT NO 156
510170034,FRIENDS OF THE SOUTH PORTLAND PUBLIC LIBRARY,% DEB FULLER,C/O DEB FULLER 36 WILDROSE AVE,SOUTH PORTLAND,ME,04106-0000,0,3,3,1000,197510,1,15,602000000,5,1,201803,0,0,2,0,3,0,0,0,,
510170651,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% PRISCILLA KING,PO BOX 401,SEARSPORT,ME,04974-0401,239,4,9,3000,196912,2,0,40279319,5,1,201806,0,0,2,0,6,0,0,0,,57825 SEARSPORT BAY AREA
510171770,RAYMOND RECREATIONAL ASSOC,% MARCIA ACKER,PO BOX 561,RAYMOND,ME,04071-0561,0,3,3,1000,196709,1,16,30031000,5,1,201803,0,0,2,0,3,0,0,0,,
510172464,GREATER RUMFORD AREA HISTORICAL SOCIETY,% LEWIS IRISH,145 CONGRESS ST,RUMFORD,ME,04276-2078,0,3,3,2000,197511,1,16,60062064,1,1,201809,0,0,2,0,9,0,0,0,,
510173507,DISABLED AMERICAN VETERANS,% CYNTHIA K ZELINKA,PO BOX 214,BRUNSWICK,ME,04011-0214,557,4,9,3000,194206,1,0,908279265,5,1,201806,0,0,2,0,6,0,0,0,,15 LAVALLEE-GARRISON
510173656,DISABLED AMERICAN VETERANS AUXILIARY INC,% KATHERINE MCDANIEL,99 S MOUNTAIN RD,JEFFERSON,ME,04348-4025,2473,4,9,1000,197310,1,0,921908907,5,1,201806,0,0,2,0,6,0,0,0,,11 EMILEIN HAMANN
510177295,PATRONS OF HUSBANDRY MAINE STATE GRANGE,% MARILYN SCHOFIELD,PO BOX 76,LIVERMORE FLS,ME,04254-0076,453,8,9,1000,194107,1,0,29000000,5,1,201712,0,0,2,0,12,0,0,0,,579 KNOX STATION
510177297,PATRONS OF HUSBANDRY MAINE STATE GRANGE,% LINDA DEANE,53 RIVER RD,EAST LIVERMORE,ME,04254-0000,453,8,9,1000,194107,1,0,29000000,5,1,201709,0,0,2,0,9,0,0,0,,580 NEW NORLAND GRANGE
510187473,MAINE SOCIETY OF CYTOLOGY INC,% KAREN JOHNSON,1153 RIVER RD,BUCKSPORT,ME,04416-4462,0,6,3,2000,197606,2,0,205000000,1,1,201712,0,0,2,0,12,0,0,0,,
510188771,BANGOR COMMUNITY THEATER,,PO BOX 1192,BANGOR,ME,04402-1192,0,3,3,1200,201605,1,16,88000000,1,1,201712,0,0,2,0,12,0,0,0,A65,
510188782,BIDDEFORD HISTORICAL SOCIETY,% DANA P PECK,PO BOX 200,BIDDEFORD,ME,04005-0200,0,3,3,1000,199610,1,15,62092119,1,1,201701,0,0,2,0,1,0,0,0,A80Z,
510188941,OGUNQUIT POLICE ASSOCIATION,% TOWN OF OGUNQUIT,PO BOX 875,OGUNQUIT,ME,03907-0875,0,4,3,3000,197605,2,0,260279406,5,1,201702,0,0,2,0,2,0,0,0,,
510192273,MADISON AREA HEALTH COUNCIL INC,% JOHN BRYANT,PO BOX 63,MADISON,ME,04950-0063,0,3,3,1000,197607,1,15,154155000,1,1,201806,0,0,2,0,6,0,0,0,,
510197155,FRYEBURG FISH AND GAME ASSOCIATION INC,% JAMES HOLT,19 ICE HOUSE RD,FRYEBURG,ME,04037-1336,0,7,3,1000,197605,2,0,286350529,1,1,201703,0,0,2,0,3,0,0,0,,
510200347,MAINE ESTATE PLANNING COUNCIL,% ROBIN L CYR,511 CONGRESS ST,PORTLAND,ME,04101-3482,0,6,3,2000,197609,2,0,205000000,5,1,201808,0,0,2,0,8,0,0,0,,
510201951,CANCER REGISTRARS ASSOCIATION OF NEW ENGLAND INC,% VERONICA CORMIER,186 BLUFF CIR,NEW GLOUCESTR,ME,04260-4229,0,6,3,1000,201510,2,0,205000000,1,1,201709,0,0,2,0,9,0,0,0,S41,
510206975,MODERN WOODMEN OF AMERICA,% HEIDI FAIRBROTHER,675 BOG RD,HERMON,ME,04401-0706,1519,8,9,1000,196105,1,0,211902602,5,1,201712,0,0,2,0,12,0,0,0,,10681
510207933,LITERACY VOLUNTEERS,% JOAN MOES,129 SEAMON RD STE A,FARMINGTON,ME,04938-6336,0,3,3,2000,200406,1,16,0,1,1,201712,0,0,2,0,12,0,0,0,B60,LV FRANKLIN SOMERSET COUNTIES
510223931,MODERN WOODMEN OF AMERICA,% ROBERT P POTTER,800 JONES RD,PALERMO,ME,04354-6622,1519,8,9,1000,196105,1,0,211902602,5,1,201712,0,0,2,0,12,0,0,0,,17223
510229323,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% WILLIAM TOWERS,32 MAIN ST,OAKLAND,ME,04963-4949,1381,5,9,3000,195708,2,0,263059264,5,1,201712,0,0,2,0,12,0,0,0,,L2968ME BUREAU OF CORRECTIONS EMPS
510242459,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN INC,% JANE MCLETCHIE,7 WALDRON RD,BAR HARBOR,ME,04609-1329,5649,4,9,3000,201003,2,0,59161180,5,1,201806,0,0,2,0,6,0,0,0,B82O,HANCOCK COUNTY AAUW
510256240,LITTLE LEAGUE BASEBALL INC,% ANGIE MARQUIS,PO BOX 1331,CARIBOU,ME,04736-1331,3158,3,9,1000,196701,1,15,321059000,1,1,201809,0,0,2,0,9,0,0,0,,2190317 CARIBOU LL
