,area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,area_title,industry_title
1094,46000,5,511110,58,0,1998,A,,108,1713,31387217,0,0,352,18325,,3.29,1.46,1.19,0.0,0.0,0.81,0.81,,1,0.9,11,0.6,1984047,6.7,0,0.0,0,0.0,20,6.0,1052,6.1,South Dakota,NAICS 511110 Newspaper publishers
1095,47000,5,511110,58,0,1998,A,,190,8442,203391542,0,0,463,24093,,1.23,0.97,0.83,0.0,0.0,0.85,0.85,,5,2.7,-34,-0.4,6838402,3.5,0,0.0,0,0.0,17,3.8,904,3.9,Tennessee,NAICS 511110 Newspaper publishers
1096,48000,5,511110,58,0,1998,A,,660,21728,699146916,0,0,619,32177,,1.12,0.73,0.75,0.0,0.0,1.03,1.03,,6,0.9,259,1.2,48160719,7.4,0,0.0,0,0.0,36,6.2,1855,6.1,Texas,NAICS 511110 Newspaper publishers
1097,49000,5,511110,58,0,1998,A,,57,2248,47482617,0,0,406,21125,,0.74,0.67,0.53,0.0,0.0,0.79,0.8,,0,0.0,-38,-1.7,59458,0.1,0,0.0,0,0.0,7,1.8,381,1.8,Utah,NAICS 511110 Newspaper publishers
1098,50000,5,511110,58,0,1998,A,,53,1384,28824459,0,0,400,20821,,1.85,1.46,1.15,0.0,0.0,0.79,0.79,,-1,-1.9,68,5.2,2254753,8.5,0,0.0,0,0.0,12,3.1,629,3.1,Vermont,NAICS 511110 Newspaper publishers
1099,51000,5,511110,58,0,1998,A,,200,10679,378715786,0,0,682,35463,,0.86,0.97,1.11,0.0,0.0,1.14,1.14,,-3,-1.5,-6,-0.1,15235555,4.2,0,0.0,0,0.0,28,4.3,1444,4.2,Virginia,NAICS 511110 Newspaper publishers
1100,53000,5,511110,58,0,1998,A,,207,9604,273918850,0,0,548,28521,,0.81,1.09,0.95,0.0,0.0,0.87,0.87,,-10,-4.6,38,0.4,12377813,4.7,0,0.0,0,0.0,22,4.2,1179,4.3,Washington,NAICS 511110 Newspaper publishers
1101,54000,5,511110,58,0,1998,A,,86,3021,60328365,0,0,384,19972,,1.48,1.32,1.05,0.0,0.0,0.8,0.8,,-3,-3.4,-22,-0.7,3517472,6.2,0,0.0,0,0.0,25,7.0,1301,7.0,West Virginia,NAICS 511110 Newspaper publishers
1102,55000,5,511110,58,0,1998,A,,222,11424,267690398,0,0,451,23433,,1.24,1.29,1.06,0.0,0.0,0.83,0.83,,-1,-0.4,-62,-0.5,9591465,3.7,0,0.0,0,0.0,19,4.4,962,4.3,Wisconsin,NAICS 511110 Newspaper publishers
1103,56000,5,511110,58,0,1998,A,,44,1087,22942014,0,0,406,21107,,1.7,1.46,1.25,0.0,0.0,0.86,0.86,,-1,-2.2,5,0.5,1170276,5.4,0,0.0,0,0.0,19,4.9,993,4.9,Wyoming,NAICS 511110 Newspaper publishers
1104,1000,5,511110,58,0,1997,A,,134,4526,118502245,0,0,504,26185,,0.97,0.72,0.72,0.0,0.0,1.01,1.0,,0,0.0,30,0.7,5828574,5.2,0,0.0,0,0.0,22,4.6,1122,4.5,Alabama,NAICS 511110 Newspaper publishers
1105,2000,5,511110,58,0,1997,A,,38,1122,29071107,0,0,498,25912,,1.6,1.24,0.98,0.0,0.0,0.79,0.79,,-5,-11.6,22,2.0,837785,3.0,0,0.0,0,0.0,4,0.8,238,0.9,Alaska,NAICS 511110 Newspaper publishers
1106,4000,5,511110,58,0,1997,A,,119,6832,205092754,0,0,577,30019,,0.85,1.0,1.1,0.0,0.0,1.1,1.1,,-1,-0.8,605,9.7,23309602,12.8,0,0.0,0,0.0,16,2.9,828,2.8,Arizona,NAICS 511110 Newspaper publishers
1107,5000,5,511110,58,0,1997,A,,133,3672,74269590,0,0,389,20225,,1.47,0.98,0.86,0.0,0.0,0.88,0.88,,0,0.0,64,1.8,5940483,8.7,0,0.0,0,0.0,25,6.9,1287,6.8,Arkansas,NAICS 511110 Newspaper publishers
1108,6000,5,511110,58,0,1997,A,,743,36870,1144747057,0,0,597,31048,,0.62,0.79,0.74,0.0,0.0,0.94,0.93,,-11,-1.5,-1214,-3.2,4765482,0.4,0,0.0,0,0.0,21,3.6,1115,3.7,California,NAICS 511110 Newspaper publishers
1109,8000,5,511110,58,0,1997,A,,191,7342,218098278,0,0,571,29707,,1.12,1.09,1.08,0.0,0.0,0.99,0.99,,4,2.1,289,4.1,21839044,11.1,0,0.0,0,0.0,36,6.7,1881,6.8,Colorado,NAICS 511110 Newspaper publishers
1110,9000,5,511110,58,0,1997,A,,120,6627,208981910,0,0,606,31534,,0.88,1.2,0.98,0.0,0.0,0.82,0.82,,4,3.4,-2,0.0,15142380,7.8,0,0.0,0,0.0,44,7.8,2291,7.8,Connecticut,NAICS 511110 Newspaper publishers
1111,10000,5,511110,58,0,1997,A,,14,1276,35423725,0,0,534,27763,,0.5,0.97,0.85,0.0,0.0,0.87,0.87,,-2,-12.5,64,5.3,2755388,8.4,0,0.0,0,0.0,16,3.1,811,3.0,Delaware,NAICS 511110 Newspaper publishers
1112,12000,5,511110,58,0,1997,A,,304,25095,775674845,0,0,594,30910,,0.57,1.13,1.33,0.0,0.0,1.17,1.17,,9,3.1,266,1.1,46246956,6.3,0,0.0,0,0.0,29,5.1,1532,5.2,Florida,NAICS 511110 Newspaper publishers
1113,13000,5,511110,58,0,1997,A,,250,13422,402489688,0,0,577,29988,,0.95,1.09,1.13,0.0,0.0,1.04,1.04,,11,4.6,301,2.3,74339629,22.7,0,0.0,0,0.0,96,20.0,4979,19.9,Georgia,NAICS 511110 Newspaper publishers
1114,15000,5,511110,58,0,1997,A,,34,1650,67076784,0,0,782,40648,,0.83,0.9,1.29,0.0,0.0,1.44,1.44,,-3,-8.1,-38,-2.3,2694066,4.2,0,0.0,0,0.0,48,6.5,2495,6.5,Hawaii,NAICS 511110 Newspaper publishers
1115,16000,5,511110,58,0,1997,A,,66,1978,40203019,0,0,391,20329,,1.22,1.12,0.96,0.0,0.0,0.85,0.85,,-1,-1.5,15,0.8,2428010,6.4,0,0.0,0,0.0,21,5.7,1089,5.7,Idaho,NAICS 511110 Newspaper publishers
1116,17000,5,511110,58,0,1997,A,,424,18453,634313310,0,0,661,34374,,1.06,0.94,0.99,0.0,0.0,1.05,1.05,,4,1.0,-106,-0.6,74360873,13.3,0,0.0,0,0.0,81,14.0,4202,13.9,Illinois,NAICS 511110 Newspaper publishers
1117,18000,5,511110,58,0,1997,A,,218,10975,277900963,0,0,487,25322,,1.13,1.14,1.05,0.0,0.0,0.93,0.92,,-2,-0.9,1325,13.7,62520633,29.0,0,0.0,0,0.0,58,13.5,3002,13.4,Indiana,NAICS 511110 Newspaper publishers
1118,19000,5,511110,58,0,1997,A,,304,6555,130499887,0,0,383,19909,,2.7,1.38,1.12,0.0,0.0,0.81,0.81,,-5,-1.6,-105,-1.6,5747339,4.6,0,0.0,0,0.0,23,6.4,1177,6.3,Iowa,NAICS 511110 Newspaper publishers
1119,20000,5,511110,58,0,1997,A,,201,4403,93581564,0,0,409,21256,,1.98,1.02,0.86,0.0,0.0,0.84,0.84,,-1,-0.5,117,2.7,4917859,5.5,0,0.0,0,0.0,11,2.8,568,2.7,Kansas,NAICS 511110 Newspaper publishers
1120,21000,5,511110,58,0,1997,A,,180,5125,124933702,0,0,469,24378,,1.42,0.89,0.86,0.0,0.0,0.96,0.96,,-1,-0.6,77,1.5,3749893,3.1,0,0.0,0,0.0,7,1.5,373,1.6,Kentucky,NAICS 511110 Newspaper publishers
1121,22000,5,511110,58,0,1997,A,,121,4746,127436379,0,0,516,26850,,0.87,0.76,0.8,0.0,0.0,1.05,1.05,,-1,-0.8,44,0.9,5814894,4.8,0,0.0,0,0.0,19,3.8,981,3.8,Louisiana,NAICS 511110 Newspaper publishers
1122,23000,5,511110,58,0,1997,A,,90,2679,67718171,0,0,486,25278,,1.64,1.42,1.46,0.0,0.0,1.03,1.03,,6,7.1,12,0.4,-982059,-1.4,0,0.0,0,0.0,-9,-1.8,-480,-1.9,Maine,NAICS 511110 Newspaper publishers
1123,24000,5,511110,58,0,1997,A,,95,5570,175687369,0,0,607,31544,,0.53,0.72,0.72,0.0,0.0,1.0,1.0,,3,3.3,133,2.4,4746712,2.8,0,0.0,0,0.0,2,0.3,102,0.3,Maryland,NAICS 511110 Newspaper publishers
1124,25000,5,511110,58,0,1997,A,,202,11803,427762130,0,0,697,36241,,0.89,1.12,1.15,0.0,0.0,1.03,1.02,,2,1.0,-562,-4.5,9333109,2.2,0,0.0,0,0.0,46,7.1,2401,7.1,Massachusetts,NAICS 511110 Newspaper publishers
1125,26000,5,511110,58,0,1997,A,,284,13273,387988097,0,0,562,29232,,0.94,0.85,0.57,0.0,0.0,0.67,0.67,,8,2.9,-154,-1.1,18107741,4.9,0,0.0,0,0.0,32,6.0,1685,6.1,Michigan,NAICS 511110 Newspaper publishers
1126,27000,5,511110,58,0,1997,A,,351,9488,280922297,0,0,569,29610,,1.85,1.13,1.12,0.0,0.0,0.99,0.99,,11,3.2,-2957,-23.8,3082155,1.1,0,0.0,0,0.0,140,32.6,7285,32.6,Minnesota,NAICS 511110 Newspaper publishers
1127,28000,5,511110,58,0,1997,A,,108,2893,62028414,0,0,412,21438,,1.34,0.77,0.73,0.0,0.0,0.95,0.95,,2,1.9,50,1.8,4020557,6.9,0,0.0,0,0.0,20,5.1,1035,5.1,Mississippi,NAICS 511110 Newspaper publishers
1128,29000,5,511110,58,0,1997,A,,316,8773,241585646,0,0,530,27536,,1.57,0.99,0.99,0.0,0.0,1.0,1.0,,-1,-0.3,85,1.0,-714901,-0.3,0,0.0,0,0.0,-6,-1.1,-352,-1.3,Missouri,NAICS 511110 Newspaper publishers
1129,30000,5,511110,58,0,1997,A,,88,1855,36710886,0,0,381,19796,,1.94,1.52,1.38,0.0,0.0,0.91,0.91,,3,3.5,25,1.4,1739426,5.0,0,0.0,0,0.0,13,3.5,685,3.6,Montana,NAICS 511110 Newspaper publishers
1130,31000,5,511110,58,0,1997,A,,140,3883,89335407,0,0,442,23009,,2.19,1.35,1.28,0.0,0.0,0.95,0.95,,-1,-0.7,17,0.4,6186100,7.4,0,0.0,0,0.0,28,6.8,1499,7.0,Nebraska,NAICS 511110 Newspaper publishers
1131,32000,5,511110,58,0,1997,A,,52,2031,55438124,0,0,525,27294,,0.91,0.66,0.63,0.0,0.0,0.96,0.96,,0,0.0,35,1.8,3990745,7.8,0,0.0,0,0.0,29,5.8,1514,5.9,Nevada,NAICS 511110 Newspaper publishers
1132,33000,5,511110,58,0,1997,A,,79,2296,57327726,0,0,480,24967,,1.47,1.19,1.03,0.0,0.0,0.86,0.86,,1,1.3,-29,-1.2,-817950,-1.4,0,0.0,0,0.0,-1,-0.2,-43,-0.2,New Hampshire,NAICS 511110 Newspaper publishers
1133,34000,5,511110,58,0,1997,A,,184,17205,713522395,0,0,798,41471,,0.6,1.38,1.5,0.0,0.0,1.09,1.09,,4,2.2,1246,7.8,136632418,23.7,0,0.0,0,0.0,103,14.8,5322,14.7,New Jersey,NAICS 511110 Newspaper publishers
1134,35000,5,511110,58,0,1997,A,,64,2306,52835374,0,0,441,22916,,1.07,0.98,0.92,0.0,0.0,0.94,0.94,,4,6.7,17,0.7,2714059,5.4,0,0.0,0,0.0,20,4.8,1023,4.7,New Mexico,NAICS 511110 Newspaper publishers
1135,36000,5,511110,58,0,1997,A,,482,29478,1309858070,0,0,855,44435,,0.74,1.08,1.25,0.0,0.0,1.17,1.16,,-2,-0.4,-313,-1.1,64023391,5.1,0,0.0,0,0.0,51,6.3,2615,6.3,New York,NAICS 511110 Newspaper publishers
1136,37000,5,511110,58,0,1997,A,,223,10542,266478562,0,0,486,25279,,0.88,0.84,0.8,0.0,0.0,0.96,0.96,,7,3.2,225,2.2,18138378,7.3,0,0.0,0,0.0,23,5.0,1208,5.0,North Carolina,NAICS 511110 Newspaper publishers
1137,38000,5,511110,58,0,1997,A,,78,1603,30768745,0,0,369,19192,,2.66,1.56,1.37,0.0,0.0,0.88,0.88,,1,1.3,48,3.1,1470505,5.0,0,0.0,0,0.0,7,1.9,351,1.9,North Dakota,NAICS 511110 Newspaper publishers
1138,39000,5,511110,58,0,1997,A,,328,17225,515720189,0,0,576,29941,,0.92,0.94,0.98,0.0,0.0,1.04,1.04,,-2,-0.6,143,0.8,21247469,4.3,0,0.0,0,0.0,19,3.4,993,3.4,Ohio,NAICS 511110 Newspaper publishers
1139,40000,5,511110,58,0,1997,A,,176,4614,100520877,0,0,419,21784,,1.58,0.98,0.89,0.0,0.0,0.91,0.91,,1,0.6,57,1.3,5739374,6.1,0,0.0,0,0.0,19,4.8,983,4.7,Oklahoma,NAICS 511110 Newspaper publishers
1140,41000,5,511110,58,0,1997,A,,129,4721,128657492,0,0,524,27255,,0.93,0.9,0.87,0.0,0.0,0.97,0.97,,4,3.2,7,0.1,6802670,5.6,0,0.0,0,0.0,27,5.4,1404,5.4,Oregon,NAICS 511110 Newspaper publishers
1141,42000,5,511110,58,0,1997,A,,339,22916,668717499,0,0,561,29181,,0.91,1.26,1.23,0.0,0.0,0.98,0.98,,2,0.6,351,1.6,33795054,5.3,0,0.0,0,0.0,20,3.7,1043,3.7,Pennsylvania,NAICS 511110 Newspaper publishers
1142,44000,5,511110,58,0,1997,A,,44,2264,121288135,0,0,1030,53578,,1.08,1.48,2.8,0.0,0.0,1.89,1.89,,1,2.3,-2,-0.1,15781365,15.0,0,0.0,0,0.0,135,15.1,7012,15.1,Rhode Island,NAICS 511110 Newspaper publishers
1143,45000,5,511110,58,0,1997,A,,101,4661,116326940,0,0,480,24960,,0.8,0.79,0.8,0.0,0.0,1.01,1.01,,-3,-2.9,115,2.5,963039,0.8,0,0.0,0,0.0,-8,-1.6,-417,-1.6,South Carolina,NAICS 511110 Newspaper publishers
1144,46000,5,511110,58,0,1997,A,,107,1702,29403170,0,0,332,17273,,3.22,1.45,1.17,0.0,0.0,0.81,0.81,,-1,-0.9,13,0.8,1541820,5.5,0,0.0,0,0.0,15,4.7,780,4.7,South Dakota,NAICS 511110 Newspaper publishers
1145,47000,5,511110,58,0,1997,A,,185,8476,196553140,0,0,446,23189,,1.18,0.97,0.82,0.0,0.0,0.85,0.85,,7,3.9,161,1.9,13941881,7.6,0,0.0,0,0.0,24,5.7,1228,5.6,Tennessee,NAICS 511110 Newspaper publishers
1146,48000,5,511110,58,0,1997,A,,654,21469,650986197,0,0,583,30322,,1.09,0.73,0.76,0.0,0.0,1.03,1.03,,20,3.2,136,0.6,55664291,9.4,0,0.0,0,0.0,46,8.6,2415,8.7,Texas,NAICS 511110 Newspaper publishers
1147,49000,5,511110,58,0,1997,A,,57,2286,47423159,0,0,399,20744,,0.75,0.69,0.56,0.0,0.0,0.82,0.82,,4,7.5,127,5.9,4795912,11.3,0,0.0,0,0.0,19,5.0,1003,5.1,Utah,NAICS 511110 Newspaper publishers
1148,50000,5,511110,58,0,1997,A,,54,1316,26569706,0,0,388,20192,,1.84,1.39,1.11,0.0,0.0,0.8,0.8,,1,1.9,-122,-8.5,-7994,0.0,0,0.0,0,0.0,33,9.3,1715,9.3,Vermont,NAICS 511110 Newspaper publishers
1149,51000,5,511110,58,0,1997,A,,203,10685,363480231,0,0,654,34019,,0.87,0.98,1.13,0.0,0.0,1.16,1.16,,-3,-1.5,392,3.8,35134403,10.7,0,0.0,0,0.0,41,6.7,2120,6.6,Virginia,NAICS 511110 Newspaper publishers
1150,53000,5,511110,58,0,1997,A,,217,9566,261541037,0,0,526,27342,,0.9,1.1,0.99,0.0,0.0,0.9,0.9,,-3,-1.4,-31,-0.3,12676923,5.1,0,0.0,0,0.0,27,5.4,1410,5.4,Washington,NAICS 511110 Newspaper publishers
1151,54000,5,511110,58,0,1997,A,,89,3043,56810893,0,0,359,18671,,1.51,1.32,1.0,0.0,0.0,0.76,0.76,,-4,-4.3,-24,-0.8,2634605,4.9,0,0.0,0,0.0,19,5.6,1005,5.7,West Virginia,NAICS 511110 Newspaper publishers
1152,55000,5,511110,58,0,1997,A,,223,11486,258098933,0,0,432,22471,,1.23,1.29,1.07,0.0,0.0,0.83,0.83,,-9,-3.9,-26,-0.2,21065649,8.9,0,0.0,0,0.0,36,9.1,1881,9.1,Wisconsin,NAICS 511110 Newspaper publishers
1153,56000,5,511110,58,0,1997,A,,45,1082,21771738,0,0,387,20114,,1.76,1.44,1.23,0.0,0.0,0.85,0.85,,-1,-2.2,14,1.3,669818,3.2,0,0.0,0,0.0,7,1.8,349,1.8,Wyoming,NAICS 511110 Newspaper publishers
1154,72000,5,511110,58,0,1997,A,,11,2768,72461125,0,0,503,26179,,0.18,0.82,1.27,0.0,0.0,1.56,1.56,,2,22.2,207,8.1,9006252,14.2,0,0.0,0,0.0,27,5.7,1405,5.7,Puerto Rico,NAICS 511110 Newspaper publishers
1155,1000,5,511110,58,0,1996,A,,134,4496,112673671,0,0,482,25063,,0.98,0.71,0.72,0.0,0.0,1.01,1.01,,-2,-1.5,-85,-1.9,3187673,2.9,0,0.0,0,0.0,22,4.8,1163,4.9,Alabama,NAICS 511110 Newspaper publishers
1156,2000,5,511110,58,0,1996,A,,43,1100,28233322,0,0,494,25674,,1.8,1.21,0.96,0.0,0.0,0.79,0.79,,11,34.4,10,0.9,790207,2.9,0,0.0,0,0.0,10,2.1,506,2.0,Alaska,NAICS 511110 Newspaper publishers
1157,4000,5,511110,58,0,1996,A,,120,6227,181783152,0,0,561,29191,,0.87,0.93,1.04,0.0,0.0,1.12,1.12,,-3,-2.4,9,0.1,9711874,5.6,0,0.0,0,0.0,29,5.5,1516,5.5,Arizona,NAICS 511110 Newspaper publishers
1158,5000,5,511110,58,0,1996,A,,133,3608,68329107,0,0,364,18938,,1.47,0.96,0.83,0.0,0.0,0.86,0.86,,-3,-2.2,12,0.3,3683539,5.7,0,0.0,0,0.0,18,5.2,962,5.4,Arkansas,NAICS 511110 Newspaper publishers
1159,6000,5,511110,58,0,1996,A,,754,38084,1139981575,0,0,576,29933,,0.6,0.82,0.78,0.0,0.0,0.96,0.96,,-5,-0.7,-1846,-4.6,-28688518,-2.5,0,0.0,0,0.0,13,2.3,665,2.3,California,NAICS 511110 Newspaper publishers
1160,8000,5,511110,58,0,1996,A,,187,7053,196259234,0,0,535,27826,,1.14,1.07,1.05,0.0,0.0,0.98,0.98,,5,2.7,198,2.9,9960330,5.3,0,0.0,0,0.0,12,2.3,650,2.4,Colorado,NAICS 511110 Newspaper publishers
1161,9000,5,511110,58,0,1996,A,,116,6629,193839530,0,0,562,29243,,0.85,1.2,0.97,0.0,0.0,0.81,0.81,,1,0.9,-354,-5.1,-6508920,-3.2,0,0.0,0,0.0,10,1.8,550,1.9,Connecticut,NAICS 511110 Newspaper publishers
1162,10000,5,511110,58,0,1996,A,,16,1212,32668337,0,0,518,26952,,0.58,0.93,0.83,0.0,0.0,0.89,0.89,,0,0.0,26,2.2,2614691,8.7,0,0.0,0,0.0,31,6.4,1610,6.4,Delaware,NAICS 511110 Newspaper publishers
1163,12000,5,511110,58,0,1996,A,,295,24829,729427889,0,0,565,29378,,0.56,1.14,1.32,0.0,0.0,1.16,1.16,,-6,-2.0,-1078,-4.2,-704276,-0.1,0,0.0,0,0.0,23,4.2,1195,4.2,Florida,NAICS 511110 Newspaper publishers
1164,13000,5,511110,58,0,1996,A,,239,13121,328150059,0,0,481,25009,,0.94,1.07,0.98,0.0,0.0,0.92,0.92,,0,0.0,58,0.4,5413412,1.7,0,0.0,0,0.0,6,1.3,303,1.2,Georgia,NAICS 511110 Newspaper publishers
1165,15000,5,511110,58,0,1996,A,,37,1688,64382718,0,0,734,38153,,0.89,0.89,1.27,0.0,0.0,1.42,1.42,,-1,-2.6,-43,-2.5,1020258,1.6,0,0.0,0,0.0,30,4.3,1538,4.2,Hawaii,NAICS 511110 Newspaper publishers
1166,16000,5,511110,58,0,1996,A,,67,1963,37775009,0,0,370,19240,,1.27,1.12,0.93,0.0,0.0,0.83,0.83,,0,0.0,20,1.0,1691160,4.7,0,0.0,0,0.0,13,3.6,670,3.6,Idaho,NAICS 511110 Newspaper publishers
1167,17000,5,511110,58,0,1996,A,,420,18559,559952437,0,0,580,30172,,1.05,0.94,0.92,0.0,0.0,0.98,0.98,,24,6.1,-355,-1.9,1067848,0.2,0,0.0,0,0.0,12,2.1,623,2.1,Illinois,NAICS 511110 Newspaper publishers
1168,18000,5,511110,58,0,1996,A,,220,9650,215380330,0,0,429,22320,,1.14,0.99,0.85,0.0,0.0,0.85,0.86,,5,2.3,309,3.3,19564715,10.0,0,0.0,0,0.0,26,6.5,1358,6.5,Indiana,NAICS 511110 Newspaper publishers
1169,19000,5,511110,58,0,1996,A,,309,6660,124752548,0,0,360,18732,,2.73,1.4,1.12,0.0,0.0,0.8,0.8,,-6,-1.9,-164,-2.4,-150291,-0.1,0,0.0,0,0.0,8,2.3,427,2.3,Iowa,NAICS 511110 Newspaper publishers
1170,20000,5,511110,58,0,1996,A,,202,4286,88663705,0,0,398,20688,,2.0,1.01,0.86,0.0,0.0,0.85,0.85,,1,0.5,-52,-1.2,-3580920,-3.9,0,0.0,0,0.0,-11,-2.7,-578,-2.7,Kansas,NAICS 511110 Newspaper publishers
1171,21000,5,511110,58,0,1996,A,,181,5048,121183809,0,0,462,24005,,1.42,0.88,0.88,0.0,0.0,1.0,1.0,,5,2.8,-28,-0.6,3579272,3.0,0,0.0,0,0.0,16,3.6,834,3.6,Kentucky,NAICS 511110 Newspaper publishers
1172,22000,5,511110,58,0,1996,A,,122,4702,121621485,0,0,497,25869,,0.87,0.75,0.81,0.0,0.0,1.07,1.07,,5,4.3,23,0.5,5627368,4.9,0,0.0,0,0.0,20,4.2,1077,4.3,Louisiana,NAICS 511110 Newspaper publishers
1173,23000,5,511110,58,0,1996,A,,84,2667,68700230,0,0,495,25758,,1.58,1.41,1.55,0.0,0.0,1.1,1.1,,0,0.0,-175,-6.2,2575879,3.9,0,0.0,0,0.0,48,10.7,2491,10.7,Maine,NAICS 511110 Newspaper publishers
1174,24000,5,511110,58,0,1996,A,,92,5437,170940657,0,0,605,31442,,0.51,0.71,0.74,0.0,0.0,1.05,1.05,,8,9.5,-48,-0.9,-3318359,-1.9,0,0.0,0,0.0,-6,-1.0,-330,-1.0,Maryland,NAICS 511110 Newspaper publishers
1175,25000,5,511110,58,0,1996,A,,200,12365,418429021,0,0,651,33840,,0.9,1.18,1.19,0.0,0.0,1.01,1.01,,-3,-1.5,-638,-4.9,-5461725,-1.3,0,0.0,0,0.0,24,3.8,1241,3.8,Massachusetts,NAICS 511110 Newspaper publishers
1176,26000,5,511110,58,0,1996,A,,276,13427,369880356,0,0,530,27547,,0.93,0.88,0.79,0.0,0.0,0.89,0.89,,6,2.2,-43,-0.3,-850547,-0.2,0,0.0,0,0.0,1,0.2,23,0.1,Michigan,NAICS 511110 Newspaper publishers
1177,27000,5,511110,58,0,1996,A,,340,12445,277840142,0,0,429,22325,,1.83,1.49,1.16,0.0,0.0,0.78,0.78,,10,3.0,-54,-0.4,15144957,5.8,0,0.0,0,0.0,25,6.2,1308,6.2,Minnesota,NAICS 511110 Newspaper publishers
1178,28000,5,511110,58,0,1996,A,,106,2843,58007857,0,0,392,20403,,1.33,0.75,0.71,0.0,0.0,0.95,0.95,,-1,-0.9,-12,-0.4,2134134,3.8,0,0.0,0,0.0,16,4.3,834,4.3,Mississippi,NAICS 511110 Newspaper publishers
1179,29000,5,511110,58,0,1996,A,,317,8688,242300547,0,0,536,27888,,1.57,0.98,1.05,0.0,0.0,1.06,1.07,,1,0.3,-179,-2.0,12272684,5.3,0,0.0,0,0.0,37,7.4,1945,7.5,Missouri,NAICS 511110 Newspaper publishers
1180,30000,5,511110,58,0,1996,A,,85,1830,34971460,0,0,368,19111,,1.9,1.48,1.36,0.0,0.0,0.92,0.92,,0,0.0,1,0.1,1568211,4.7,0,0.0,0,0.0,17,4.8,847,4.6,Montana,NAICS 511110 Newspaper publishers
1181,31000,5,511110,58,0,1996,A,,141,3866,83149307,0,0,414,21510,,2.19,1.34,1.26,0.0,0.0,0.94,0.94,,-8,-5.4,-65,-1.7,1756590,2.2,0,0.0,0,0.0,16,4.0,806,3.9,Nebraska,NAICS 511110 Newspaper publishers
1182,32000,5,511110,58,0,1996,A,,52,1996,51447379,0,0,496,25780,,0.95,0.67,0.63,0.0,0.0,0.94,0.94,,1,2.0,246,14.1,8084334,18.6,0,0.0,0,0.0,19,4.0,1000,4.0,Nevada,NAICS 511110 Newspaper publishers
1183,33000,5,511110,58,0,1996,A,,78,2325,58145676,0,0,481,25010,,1.47,1.21,1.11,0.0,0.0,0.92,0.92,,8,11.4,-18,-0.8,4270745,7.9,0,0.0,0,0.0,39,8.8,2019,8.8,New Hampshire,NAICS 511110 Newspaper publishers
1184,34000,5,511110,58,0,1996,A,,180,15959,576889977,0,0,695,36149,,0.59,1.27,1.3,0.0,0.0,1.02,1.02,,12,7.1,-209,-1.3,18496181,3.3,0,0.0,0,0.0,31,4.7,1611,4.7,New Jersey,NAICS 511110 Newspaper publishers
1185,35000,5,511110,58,0,1996,A,,60,2289,50121315,0,0,421,21893,,1.0,0.96,0.9,0.0,0.0,0.94,0.94,,-3,-4.8,69,3.1,2822794,6.0,0,0.0,0,0.0,11,2.7,584,2.7,New Mexico,NAICS 511110 Newspaper publishers
1186,36000,5,511110,58,0,1996,A,,484,29791,1245834679,0,0,804,41820,,0.74,1.08,1.25,0.0,0.0,1.16,1.16,,-2,-0.4,-1261,-4.1,-65787941,-5.0,0,0.0,0,0.0,-8,-1.0,-420,-1.0,New York,NAICS 511110 Newspaper publishers
1187,37000,5,511110,58,0,1996,A,,216,10317,248340184,0,0,463,24071,,0.87,0.83,0.8,0.0,0.0,0.96,0.96,,12,5.9,44,0.4,7677398,3.2,0,0.0,0,0.0,12,2.7,643,2.7,North Carolina,NAICS 511110 Newspaper publishers
1188,38000,5,511110,58,0,1996,A,,77,1555,29298240,0,0,362,18841,,2.59,1.51,1.36,0.0,0.0,0.9,0.9,,0,0.0,-36,-2.3,421862,1.5,0,0.0,0,0.0,13,3.7,691,3.8,North Dakota,NAICS 511110 Newspaper publishers
1189,39000,5,511110,58,0,1996,A,,330,17082,494472720,0,0,557,28948,,0.92,0.93,0.98,0.0,0.0,1.06,1.06,,-3,-0.9,-355,-2.0,11476355,2.4,0,0.0,0,0.0,24,4.5,1248,4.5,Ohio,NAICS 511110 Newspaper publishers
1190,40000,5,511110,58,0,1996,A,,175,4557,94781503,0,0,400,20801,,1.56,0.97,0.88,0.0,0.0,0.91,0.91,,-1,-0.6,-26,-0.6,3770776,4.1,0,0.0,0,0.0,18,4.7,941,4.7,Oklahoma,NAICS 511110 Newspaper publishers
